CAMPUS,C20AD12R,C20BKA12R,C20BTA12R,C30AD12R,C30BKA12R,C30BTA12R,C40AD12R,C40BKA12R,C40BTA12R,CA0AD12R,CA0BKA12R,CA0BTA12R,CAHEE12R,CB0AD12R,CB0BKA12R,CB0BTA12R,CE0AD12R,CE0BKA12R,CE0BTA12R,CF0AD12R,CF0BKA12R,CF0BTA12R,CH0AD12R,CH0BKA12R,CH0BTA12R,CI0AD12R,CI0BKA12R,CI0BTA12R,CL0AD12R,CM0AD12R,CM0BKA12R,CM0BTA12R,CR0AD12R,CS0AD12R,CW0AD12R,CW0BKA12R,CW0BTA12R
"235904101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236801001",-1,.,.,-1,.,.,.,.,.,0,.,.,-1,0,.,.,0,.,.,0,.,.,0,.,.,.,.,.,-1,0,.,.,0,0,0,.,.
"236901002",50,-1,-1,.,.,.,.,.,.,16.2,33.3,8.5,42.1,9.4,-1,6.3,5.5,-1,3.9,15.9,-1,3.3,13.6,-1,25,-1,.,.,-1,16.5,30,12.3,7.2,2.7,17.7,14.3,7.2
"236901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902002",63.2,-1,13.3,25,-1,-1,.,.,.,25.3,60.3,8.9,49.5,19.5,37.5,4.4,22.9,65,5.7,28.1,57.9,9.5,25.3,66.7,7,-1,.,-1,17.2,22.5,63.3,8.2,21.1,5.9,27.3,62.5,11.4
"236902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"236902106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237902001",-1,.,-1,-1,.,-1,.,.,.,12,38.5,6.8,36.8,5.9,-1,1.6,8.3,-1,3.3,10.4,12.5,8.3,10.1,-1,5.3,-1,.,-1,0,13.4,80,5.3,3.5,1.6,22.9,25,16.7
"237902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904002",33.3,0,29.4,50,80,50,-1,.,.,25.9,32.4,14,50,23.1,8.3,12.2,24.2,30.4,12.3,29,24.1,15.5,25.8,38.5,14.7,8.3,.,0,17.7,23.1,41.7,12.7,18.5,9.2,26.2,31.7,12.4
"237904041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904043",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237904107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237905002",20,-1,-1,-1,.,-1,.,.,.,29.2,44,9.9,45,22.7,-1,6,27.1,52.9,8.9,36.5,47.4,15.6,28.3,64.3,9.7,.,.,.,6.5,23.2,33.3,4.6,16.9,2.2,50,33.3,16.2
"237905041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237905105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"237905106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"238902001",-1,.,.,-1,.,.,-1,.,.,7.9,.,.,-1,0,.,.,2.1,.,.,10.2,.,.,7.1,.,.,-1,.,.,0,5.7,.,.,4.3,7.7,9.8,.,.
"238902002",.,.,.,.,.,.,.,.,.,0,.,.,-1,-1,.,.,0,.,.,0,.,.,0,.,.,.,.,.,.,0,.,.,0,0,0,.,.
"238902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"238902107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"238902108",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"238902109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"238904001",.,.,.,.,.,.,.,.,.,33.3,.,.,-1,.,.,.,21.4,.,.,62.5,.,.,38.9,.,.,.,.,.,.,22.7,.,.,31.8,33.3,25,.,.
"239901001",0,.,-1,47.8,-1,30.8,-1,.,-1,20.2,75,13.9,70.6,6.2,-1,3.2,7.9,62.5,3.6,21.8,69.8,17,11,57.1,6.7,-1,.,-1,0,18.7,82.9,10.9,2.6,1.4,28.2,78.1,19.2
"239901004",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"239903001",-1,.,-1,.,.,.,-1,.,.,47.1,-1,3.4,51.7,55.6,.,0,47.5,.,0,50,-1,4,58.3,.,0,.,.,.,-1,45,-1,3,43.5,38.5,43.1,-1,5.9
"239903101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240801001",.,.,.,-1,.,-1,.,.,.,32.1,44.4,8.8,47.9,-1,.,.,35.2,50,8,35.5,60,9.3,31.9,44.4,8.9,.,.,.,27.6,27.9,25,8.2,33.7,33.3,-1,.,-1
"240801002",.,.,.,.,.,.,.,.,.,25.1,-1,3.2,37.4,.,.,.,27.5,-1,3.3,28,-1,4.6,25.1,-1,3.2,.,.,.,-1,21.8,-1,1.7,25.6,18.2,.,.,.
"240901001",.,.,.,-1,-1,-1,.,.,.,21.4,8.8,33.7,75.9,-1,-1,-1,22.1,8.5,33.9,22.7,12.6,36.5,21.4,8.9,33.6,-1,.,.,5.9,20.1,4,30.7,11.8,8.2,10,.,-1
"240901002",.,.,.,-1,.,.,.,.,.,25.4,11.5,27.2,72.4,.,.,.,26.4,11.4,26.3,27.8,10.4,30.7,25.5,11.7,27,.,.,.,2.9,23,13.1,23.6,19.8,7.7,16.7,-1,60
"240901003",.,.,.,.,.,.,.,.,.,20.2,28.7,32.9,73.2,-1,.,.,20.8,29.1,32.7,23.5,36.4,36.9,20.3,28.7,33,.,.,.,4.9,17.1,19.5,29.1,13.6,2.9,-1,.,-1
"240901007",.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,.,.,0,.,.,0,.,.,.,.,.,0,0,.,.,0,0,-1,.,.
"240901008",.,.,.,100,.,-1,.,.,.,99,42.1,50.8,91,.,.,.,98.9,42,49.4,98.6,46.3,50.5,99,42.6,50.8,.,.,.,100,99.4,36.6,51.3,98.2,-1,-1,-1,-1
"240901010",.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,.,.,0,-1,.,.,.
"240901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901043",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901108",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901112",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901115",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901116",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901119",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901122",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901123",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901124",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240901125",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903001",62.5,-1,28.6,62.5,-1,-1,.,.,.,41.1,44.6,12.1,80.1,14.3,.,-1,40.2,47.5,12.4,41.9,40.8,11.4,40.9,46.2,11.6,-1,-1,-1,17.6,40.3,47.6,12.6,27.2,14.2,48.5,12.5,23.5
"240903002",-1,.,.,-1,.,-1,.,.,.,36.5,35.1,8.8,73.6,-1,.,-1,36.4,40,8.3,41.7,35.7,8.9,36.6,35.1,8.8,-1,.,-1,13.2,31.5,34.5,8.6,23.9,7.8,24,.,0
"240903003",-1,.,-1,58.8,63.6,57.9,.,.,.,38.7,51,15.4,82.4,22.2,-1,-1,31.8,52.7,14.5,40.7,54.6,18,38.1,51.6,14.7,-1,.,-1,11.5,36.7,45.9,12.8,23.3,14.6,55.9,16.7,17.6
"240903004",-1,.,.,.,.,.,.,.,.,2.9,.,.,-1,.,.,.,2.4,.,.,5.4,.,.,3,.,.,.,.,.,0,2.3,.,.,2.4,0,-1,.,.
"240903006",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903009",.,.,.,-1,.,.,.,.,.,28.7,40.2,20.7,69.6,-1,.,-1,29.1,39.8,20.9,32.6,41.8,23.6,28.7,39.6,20.6,.,.,.,8.7,25.1,38.2,18,20.9,4.9,27.3,-1,-1
"240903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903043",.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,-1,.,.,.,.
"240903044",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903045",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903046",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903047",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903048",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903053",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903112",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903114",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903115",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903116",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903117",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903118",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903119",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903122",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903123",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903124",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903125",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903126",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903127",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903129",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903131",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240903132",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240904001",.,.,.,-1,.,.,.,.,.,21.2,20,8.8,-1,.,.,.,7.8,.,0,17.2,-1,4.2,19.2,-1,5.7,.,.,.,-1,25.5,-1,12.1,9.1,0,50,-1,-1
"240904041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"240904102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241901001",-1,.,-1,-1,.,-1,.,.,.,16.7,42.9,10.4,71.6,5.9,.,0,9.2,-1,5.3,14.6,33.3,10.2,10.5,-1,5.5,.,.,.,-1,18.5,50,10.7,6.6,0,25.6,45.5,19.3
"241901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241902001",-1,.,.,.,.,.,.,.,.,18.5,.,.,63.3,0,.,.,13.5,.,.,21.1,.,.,18.8,.,.,.,.,.,0,16.3,.,.,8,0,20.1,.,.
"241902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241903001",-1,.,-1,-1,.,-1,.,.,.,19.9,39.5,9.1,60,11.7,-1,2.1,13,42.9,3.7,20.1,33.3,9.6,13.4,40,2.5,-1,.,-1,0,19.6,45,8.7,10.2,11.1,31.5,40.6,19.4
"241903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241903102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241903103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241903107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241904001",-1,.,.,-1,.,.,-1,.,.,32.8,.,.,66.4,30.3,.,.,30.1,.,.,35.9,.,.,27.5,.,.,-1,.,.,46.2,29.3,.,.,28.5,21.2,45.5,.,.
"241904042",.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.
"241904102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241904106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241906001",-1,.,.,.,.,.,.,.,.,23.6,-1,2.7,65.9,-1,.,-1,14.5,-1,7.7,31.5,-1,2.5,16.7,-1,3.4,-1,.,-1,15.4,15.5,-1,2.9,7.7,4.3,31,-1,2.5
"241906041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"241906101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"242902001",0,.,.,-1,.,.,.,.,.,19.2,.,.,43.8,0,.,.,7.9,.,.,25.5,.,.,9.5,.,.,-1,.,.,-1,12.2,.,.,7.3,0,23.4,.,.
"242902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"242902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"242903001",-1,.,.,.,.,.,.,.,.,20.7,.,.,67.7,.,.,.,10,.,.,25.5,.,.,10.2,.,.,-1,.,.,0,17.4,.,.,3.8,0,31.5,.,.
"242905001",.,.,.,.,.,.,.,.,.,13.6,.,.,.,.,.,.,7.1,.,.,13.3,.,.,16.7,.,.,.,.,.,.,14.3,.,.,18.2,-1,12.5,.,.
"242906001",-1,.,.,.,.,.,.,.,.,32.4,.,.,66.7,.,.,.,20,.,.,26.7,.,.,-1,.,.,.,.,.,.,36.8,.,.,31.6,10,37,.,.
"243801001",.,.,.,.,.,.,.,.,.,25.5,.,.,54.5,-1,.,.,25,.,.,27,.,.,25,.,.,.,.,.,.,21.4,.,.,8.3,0,28.6,.,.
"243901001",24.4,44.4,45,45.5,-1,60,-1,.,.,19.3,57,32.7,51.6,12.3,60,23.8,10.7,42.9,16.3,22.4,58.5,39.6,14.9,60,27,25,-1,50,-1,16.6,55.4,27.2,4.8,2.3,19.6,58.2,32.4
"243901002",-1,.,.,-1,.,.,.,.,.,0,.,.,.,.,.,.,0,.,.,0,.,.,0,.,.,.,.,.,.,0,.,.,0,0,0,.,.
"243901041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243901103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243901104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243902001",0,.,.,.,.,.,-1,.,.,11.1,.,.,63,0,.,.,7.4,.,.,12.1,.,.,8.7,.,.,-1,.,.,.,10.1,.,.,6,4.5,13,.,.
"243902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"243903001",33.3,.,.,-1,.,.,-1,.,.,25.4,.,.,52.1,.,.,.,17.7,.,.,28.8,.,.,27.3,.,.,0,.,.,-1,22.5,.,.,13.3,6.1,25.7,.,.
"243903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
